Row ID;Row Name;slot0;slot1;slot2;slot3;slot4;slot5;slot6;slot7;slot8;slot9;slot10;slot11;slot12;slot13;slot14;slot15;slot16;slot17;slot18;slot19;slot20;slot21;slot22;slot23;slot24;slot25;slot26;slot27;slot28;slot29;slot30;slot31;slot32;slot33;slot34;slot35;slot36;slot37;slot38;slot39;slot40;slot41;slot42;slot43;slot44;slot45;slot46;slot47;slot48;slot49;slot50;slot51;slot52;slot53;slot54;slot55;slot56;slot57;slot58;slot59;slot60;slot61;slot62;slot63;slot64;slot65;slot66;slot67;slot68;slot69;slot70;slot71;slot72;slot73;slot74;slot75;slot76;slot77;slot78;slot79;slot80;slot81;slot82;slot83;slot84;slot85;slot86;slot87;slot88;slot89;slot90;slot91;slot92;slot93;slot94;slot95;slot96;slot97;slot98;slot99
1202052;;1;0;1;0;0;0;0;0;0;0;1;1;1;1;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;1;1;1;0;0;1;0;1;0;1;0;0;0;1;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;1;
1202053;;0;1;0;1;0;0;0;1;0;1;1;1;0;1;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;0;1;0;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;1;1;1;0;0;0;0;0;1;1;1;1;1;0;0;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;
1202054;;0;0;0;0;1;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;0;1;0;0;1;0;0;1;1;1;0;1;1;0;0;0;1;1;0;1;1;0;1;1;1;1;0;0;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;
1202055;;0;1;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;0;1;1;0;1;1;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;0;1;1;0;0;1;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;0;0;
1202056;;0;1;1;0;0;0;0;0;1;1;0;0;1;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;1;0;1;1;0;0;0;0;0;1;0;0;0;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;1;1;0;0;0;0;1;0;0;1;0;1;0;1;0;1;0;
1202057;;1;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;1;0;1;1;1;1;0;1;1;0;0;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;1;0;0;0;0;1;1;0;1;1;1;0;0;1;1;0;0;1;
1202058;;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;0;1;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;1;1;
1202059;;0;0;1;1;0;0;1;1;1;0;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;0;1;0;1;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;
1202060;;0;0;1;0;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;1;1;1;0;0;0;1;1;0;0;1;0;1;0;0;1;0;1;0;1;0;1;1;1;0;1;0;1;0;1;1;0;
1202061;;1;0;0;0;1;1;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;1;0;1;1;1;1;0;0;1;0;0;
1202062;;0;1;0;1;1;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;1;0;0;1;1;0;0;1;1;0;0;1;0;1;1;0;0;0;0;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;1;0;1;1;0;
1202063;;1;0;1;0;0;1;0;1;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;0;1;0;0;1;1;1;1;0;0;1;1;
1202064;;0;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;1;1;0;0;1;1;0;1;0;1;0;0;0;0;1;
1202065;;0;1;1;0;0;1;0;0;0;0;1;0;0;0;0;1;1;1;1;1;1;0;0;1;1;0;0;0;0;0;0;0;0;1;1;0;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;0;1;1;0;1;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;1;0;0;1;
1202066;;0;1;0;0;1;1;0;1;1;0;0;1;0;0;1;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;1;0;1;0;0;0;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;1;0;0;0;1;1;0;0;0;0;1;1;1;0;0;0;1;0;0;
1202067;;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0;0;0;1;1;1;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;1;1;0;0;1;0;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;1;0;0;0;
1202068;;1;0;0;1;0;1;1;0;0;0;1;0;0;0;1;0;1;0;1;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;1;0;1;0;0;0;0;0;0;0;1;1;0;1;0;1;0;1;0;1;0;0;1;0;1;1;1;0;0;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;0;
1202069;;1;0;1;0;0;1;0;1;1;1;1;1;1;0;1;1;0;0;0;1;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;1;0;1;1;1;0;1;0;0;1;1;0;0;0;1;0;0;0;0;0;0;1;0;0;1;0;0;0;0;0;0;1;0;0;1;1;0;0;1;1;0;0;0;1;1;1;0;0;1;0;0;0;
1202070;;0;1;0;0;1;0;1;0;0;1;0;0;0;1;0;0;0;1;0;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;1;1;0;1;0;1;1;
1202071;;0;1;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;0;0;1;0;0;1;0;0;1;0;1;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;1;0;1;0;
1202072;;1;0;0;1;1;0;0;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;0;0;1;0;0;1;1;1;1;0;1;1;1;0;1;0;1;0;1;0;0;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;0;1;0;1;1;0;0;0;0;0;1;1;0;0;0;1;
1202073;;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;0;1;0;0;1;0;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;0;1;0;0;1;1;0;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;0;0;0;0;0;0;0;0;1;1;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;1;0;1;
1202074;;1;0;1;0;1;0;0;0;1;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;1;1;0;0;0;0;0;1;0;1;1;1;0;0;1;0;0;0;1;1;0;1;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;0;0;0;0;1;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;1;0;0;0;1;0;
1202075;;1;0;0;0;1;1;0;0;1;0;0;1;1;0;1;0;1;0;1;0;1;0;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;1;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;
1202076;;1;0;0;0;1;0;0;0;1;0;0;0;1;0;1;1;1;0;0;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;1;0;1;1;0;1;0;1;0;1;0;1;1;0;0;1;1;1;0;1;1;0;1;1;0;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;1;1;1;0;
1202077;;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;1;1;0;1;0;1;0;1;1;1;0;1;1;0;0;1;1;0;1;0;0;1;1;0;0;1;0;1;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;0;0;
1202078;;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;1;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;1;1;1;0;0;1;1;1;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;1;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;1;1;
1202079;;1;0;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;0;1;0;0;0;0;0;1;0;0;1;1;0;0;1;0;0;1;0;1;0;1;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;1;0;1;1;0;0;0;1;0;1;
1202080;;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;1;1;0;0;0;1;1;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;1;0;1;0;0;1;0;0;0;0;0;
1202081;;0;0;1;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;0;1;1;1;0;0;0;1;1;0;0;0;0;1;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;1;1;1;0;1;0;0;0;1;0;1;1;0;1;1;1;0;1;
1202082;;0;1;0;0;1;0;0;1;0;0;1;0;1;0;1;1;1;1;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;1;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;1;0;0;0;0;1;0;
1202083;;0;1;0;1;0;1;1;1;0;1;1;1;1;0;0;0;0;0;0;1;1;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;1;1;0;0;0;0;1;1;0;0;1;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;1;0;1;1;1;1;0;1;0;1;1;0;1;1;0;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;
1202084;;0;1;0;1;0;0;1;1;1;0;1;0;0;1;0;0;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;1;0;1;0;0;1;0;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;0;1;0;1;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;1;1;1;0;0;1;0;0;1;0;0;0;0;0;
1202085;;0;1;1;1;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;0;1;1;0;0;1;0;1;0;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;1;0;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;1;1;1;0;0;1;1;0;0;0;1;
1202086;;0;0;1;1;0;1;0;0;1;1;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;0;1;1;0;0;0;1;0;0;0;0;0;0;1;1;1;1;1;1;0;1;0;1;0;1;1;1;1;1;0;0;0;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;1;0;0;0;0;1;1;1;1;0;0;0;1;0;1;
1202087;;1;0;0;1;0;0;1;0;0;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;1;0;0;0;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;1;1;0;0;1;0;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;0;0;1;1;
1202088;;0;0;0;1;0;0;1;0;0;0;1;1;0;1;0;1;0;0;1;0;0;1;0;1;0;0;0;0;1;0;1;0;1;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;1;0;0;1;1;0;1;0;0;0;1;0;0;1;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;1;0;0;0;1;0;0;1;1;0;1;0;0;1;1;1;0;1;0;0;
1202089;;1;0;1;0;0;0;0;0;1;0;0;1;0;1;1;1;0;1;0;1;0;1;1;1;1;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;0;1;1;0;0;0;0;1;0;0;0;0;1;0;0;0;0;1;1;0;0;1;0;1;0;1;1;0;1;0;1;0;1;0;
1202090;;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;1;0;0;1;0;0;1;0;0;1;1;1;1;1;0;0;0;1;0;1;0;1;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;
1202091;;0;1;0;0;0;0;1;0;1;1;1;0;0;0;0;1;0;1;0;0;0;1;0;0;0;0;1;0;0;0;0;1;0;0;1;1;0;0;0;0;1;0;0;0;1;1;1;0;0;0;1;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;1;0;0;0;0;0;1;1;0;1;1;0;1;1;0;1;0;1;1;0;0;1;0;0;0;0;1;1;0;0;0;1;0;0;
1202092;;0;0;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;0;0;1;0;0;1;0;0;1;0;0;0;1;1;1;0;0;0;1;0;0;0;1;1;1;1;1;0;0;0;0;0;0;1;0;1;0;0;1;0;0;0;0;1;0;1;1;0;1;0;0;0;0;0;0;1;1;1;1;0;1;1;0;1;0;1;1;1;0;1;1;1;1;0;1;1;
1202093;;0;1;0;0;0;1;0;0;1;1;1;1;0;1;0;0;1;0;1;0;0;0;1;0;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;1;1;0;0;1;0;0;0;1;0;1;0;0;1;1;1;1;0;1;1;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;1;0;0;
1202094;;1;0;1;0;1;0;0;0;0;0;0;0;1;0;0;1;0;1;0;1;0;0;1;1;0;1;0;0;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;0;0;0;0;1;0;1;1;0;0;1;1;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;0;1;1;0;1;0;1;1;0;1;0;0;0;0;1;0;1;1;0;1;
1202095;;0;1;1;0;0;1;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;1;1;0;0;1;1;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;0;1;0;0;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;0;0;0;1;0;0;1;
1202096;;0;0;1;0;0;1;0;1;0;1;1;0;1;1;1;0;0;1;0;1;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;0;0;0;1;1;0;0;0;0;0;0;0;1;0;0;1;0;1;1;0;0;1;1;0;1;0;0;0;0;1;1;0;0;1;0;1;1;0;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;1;1;1;1;1;1;1;0;0;0;
1202097;;0;0;0;1;1;0;0;0;0;1;0;1;1;1;0;0;0;1;0;0;1;1;0;0;0;1;0;1;1;1;1;1;0;0;0;1;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;1;0;0;1;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;1;1;1;1;1;0;1;0;0;1;0;0;0;1;0;0;0;0;
1202098;;1;0;1;0;0;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;1;1;0;0;0;0;1;0;1;1;0;1;1;1;0;0;0;0;0;1;1;0;0;0;1;1;0;0;1;1;1;0;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;1;0;1;1;0;1;0;1;0;0;0;1;0;0;0;0;0;0;1;1;0;1;1;1;
1202099;;1;0;0;1;0;1;0;0;0;0;1;0;0;0;1;0;1;0;1;0;0;0;1;0;1;1;0;1;0;0;0;0;1;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;0;1;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;0;0;1;1;0;0;1;0;0;0;0;1;1;1;1;0;0;0;0;1;1;1;1;0;
1202100;;0;1;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;0;1;1;1;0;0;1;1;0;1;0;0;0;0;0;0;1;0;1;0;0;0;1;1;1;1;0;0;0;1;0;1;1;1;1;1;0;1;0;1;1;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;0;0;1;1;0;1;1;1;0;0;0;0;1;1;1;0;0;1;0;1;0;0;
1202101;;0;1;0;1;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;1;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;
1202102;;0;1;0;1;1;1;1;0;0;0;1;1;0;0;0;1;1;0;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;0;1;1;0;1;0;1;0;0;0;0;1;0;1;1;0;1;0;1;1;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;0;0;0;1;1;0;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;1;1;0;
1202103;;1;0;0;0;1;0;0;1;1;0;1;0;1;1;1;0;1;0;1;1;1;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;1;1;1;1;1;0;0;0;0;0;0;0;0;1;1;0;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;0;0;1;1;1;1;0;0;0;1;0;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;1;
1202104;;1;0;0;1;0;0;0;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;1;1;1;1;1;0;0;1;0;0;0;1;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;1;0;1;0;0;1;0;1;1;1;0;0;1;1;0;0;1;0;0;1;
1202105;;1;0;0;0;0;1;0;1;1;1;1;0;1;0;0;0;1;0;1;0;0;0;0;0;1;1;1;0;0;1;0;1;0;1;0;0;0;0;0;1;1;0;0;1;1;0;0;1;0;0;0;1;1;0;0;0;0;0;1;0;0;1;0;0;1;1;0;1;1;0;1;0;0;1;0;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;1;0;1;0;
1202106;;1;0;0;1;1;0;1;0;0;0;0;0;1;0;1;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;0;0;1;1;0;0;1;1;0;1;1;0;0;0;1;0;0;1;1;1;1;0;0;0;1;0;0;1;0;1;1;0;0;1;0;1;1;0;0;1;1;1;1;1;0;1;0;1;1;0;1;1;1;1;0;0;0;0;0;0;0;0;1;0;
1202107;;0;1;0;0;1;1;1;0;1;0;0;1;0;0;1;0;0;1;0;0;0;0;0;1;1;0;0;1;0;1;1;0;1;1;0;1;0;0;0;0;0;0;1;1;0;1;0;0;0;1;0;1;0;0;0;0;1;0;0;1;0;1;0;0;1;1;0;0;0;1;1;0;1;0;0;0;0;0;0;0;1;1;0;0;1;0;0;0;0;1;1;0;0;1;0;0;0;0;0;1;
1202108;;0;0;1;0;1;0;0;1;1;0;0;1;0;1;0;1;1;1;0;1;0;1;1;0;0;0;1;1;1;0;1;0;0;0;1;0;0;1;0;0;0;0;0;1;0;1;0;0;1;0;0;1;0;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;0;0;0;0;1;0;0;0;0;0;1;0;0;0;0;1;0;1;1;1;
1202109;;0;1;1;1;0;0;1;0;0;1;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;1;1;1;0;1;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;0;0;0;0;1;1;0;0;1;1;1;0;0;0;0;1;1;1;1;1;1;0;0;0;1;0;0;0;1;1;0;0;0;1;0;0;1;0;0;1;0;1;0;0;0;0;0;0;1;0;
1202110;;1;0;0;0;0;0;0;1;1;0;0;1;0;1;0;1;0;1;1;0;1;0;1;0;1;0;0;0;0;0;1;0;0;0;0;1;1;1;1;0;0;1;0;0;1;1;1;1;0;1;1;1;0;1;1;1;0;1;0;0;0;1;0;0;0;0;0;1;1;0;0;0;0;0;0;1;1;1;0;0;0;0;0;0;0;0;0;0;1;0;1;0;1;1;1;0;1;0;0;0;
9902000;;0;1;0;1;0;0;0;0;0;0;0;1;1;1;0;1;0;1;1;1;1;0;0;1;1;0;0;0;0;0;1;0;0;1;1;0;0;0;1;0;0;0;1;0;0;1;1;1;1;0;0;1;0;0;0;1;0;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;1;0;0;0;0;1;0;0;0;1;0;1;1;0;0;0;0;0;0;1;0;0;1;0;1;0;0;0;
9902001;;1;0;0;0;1;1;0;0;0;0;1;0;0;0;1;0;1;0;0;0;0;0;1;0;0;1;0;1;0;1;0;1;1;0;0;1;1;0;0;0;0;1;0;1;1;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;1;1;0;0;0;1;0;0;0;0;0;0;0;0;0;1;1;0;1;1;1;0;0;0;0;0;0;1;0;0;
9902002;;0;0;1;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;1;0;1;0;0;0;0;0;0;0;0;1;0;1;1;0;0;0;0;0;0;0;0;0;0;0;1;1;1;0;1;1;0;1;0;0;0;0;0;1;1;1;1;0;0;0;0;1;1;0;1;0;1;1;1;0;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;0;1;1;
603340000;;0;1;1;1;0;1;0;1;1;1;0;1;0;0;1;0;0;1;1;0;0;0;1;0;1;0;1;0;1;0;0;1;1;1;0;0;0;1;0;0;1;1;0;1;1;1;0;0;1;0;1;1;0;0;1;1;1;0;0;0;0;1;0;0;0;0;1;1;0;1;0;1;1;1;1;1;1;1;0;1;0;1;0;0;1;0;0;1;0;0;0;1;0;1;1;1;1;0;0;1;
603340001;;1;0;0;0;1;0;1;1;0;0;0;0;1;1;0;1;1;0;0;0;1;1;0;1;1;1;0;1;0;1;1;0;1;1;1;1;1;0;0;1;0;0;1;1;1;0;1;1;0;1;0;0;1;0;1;0;0;1;1;1;1;0;1;0;0;0;0;1;0;0;1;1;1;0;1;1;1;0;0;0;0;0;0;0;1;1;0;1;1;1;1;0;1;0;1;0;0;1;1;0;
603340002;;0;1;0;0;0;1;1;0;0;1;1;1;0;0;1;1;0;0;1;1;1;0;0;0;0;0;1;1;0;1;0;1;0;0;0;1;1;1;1;1;0;0;1;0;0;1;0;0;0;1;1;1;0;1;0;1;0;0;1;0;0;0;1;1;1;1;0;0;1;1;1;0;0;1;0;0;0;0;1;0;1;1;1;1;0;0;1;0;1;0;0;1;0;0;0;0;1;1;1;1;
